date,sku,sales_qty
2024-03-29,PROD006,38
2024-03-30,PROD006,27
2024-03-31,PROD006,39
2024-04-01,PROD006,42
2024-04-02,PROD006,53
2024-04-03,PROD006,43
2024-04-04,PROD006,40
2024-04-05,PROD006,36
2024-04-06,PROD006,21
2024-04-07,PROD006,26
2024-04-08,PROD006,27
2024-04-09,PROD006,46
2024-04-10,PROD006,36
2024-04-11,PROD006,47
2024-04-12,PROD006,39
2024-04-13,PROD006,32
2024-04-14,PROD006,29
2024-04-15,PROD006,47
2024-04-16,PROD006,52
2024-04-17,PROD006,42
2024-04-18,PROD006,43
2024-04-19,PROD006,44
2024-04-20,PROD006,33
2024-04-21,PROD006,25
2024-04-22,PROD006,39
2024-04-23,PROD006,45
2024-04-24,PROD006,41
2024-04-25,PROD006,40
2024-04-26,PROD006,49
2024-04-27,PROD006,36
2024-04-28,PROD006,25
2024-04-29,PROD006,39
2024-04-30,PROD006,37
2024-05-01,PROD006,42
2024-05-02,PROD006,49
2024-05-03,PROD006,51
2024-05-04,PROD006,33
2024-05-05,PROD006,27
2024-05-06,PROD006,37
2024-05-07,PROD006,40
2024-05-08,PROD006,45
2024-05-09,PROD006,40
2024-05-10,PROD006,51
2024-05-11,PROD006,23
2024-05-12,PROD006,0
2024-05-13,PROD006,37
2024-05-14,PROD006,54
2024-05-15,PROD006,46
2024-05-16,PROD006,38
2024-05-17,PROD006,33
2024-05-18,PROD006,0
2024-05-19,PROD006,30
2024-05-20,PROD006,0
2024-05-21,PROD006,35
2024-05-22,PROD006,40
2024-05-23,PROD006,49
2024-05-24,PROD006,46
2024-05-25,PROD006,30
2024-05-26,PROD006,31
2024-05-27,PROD006,46
2024-05-28,PROD006,43
2024-05-29,PROD006,41
2024-05-30,PROD006,38
2024-05-31,PROD006,43
2024-06-01,PROD006,19
2024-06-02,PROD006,24
2024-06-03,PROD006,46
2024-06-04,PROD006,51
2024-06-05,PROD006,43
2024-06-06,PROD006,49
2024-06-07,PROD006,46
2024-06-08,PROD006,31
2024-06-09,PROD006,32
2024-06-10,PROD006,33
2024-06-11,PROD006,39
2024-06-12,PROD006,47
2024-06-13,PROD006,50
2024-06-14,PROD006,47
2024-06-15,PROD006,27
2024-06-16,PROD006,22
2024-06-17,PROD006,44
2024-06-18,PROD006,39
2024-06-19,PROD006,41
2024-06-20,PROD006,38
2024-06-21,PROD006,44
2024-06-22,PROD006,27
2024-06-23,PROD006,0
2024-06-24,PROD006,45
2024-06-25,PROD006,0
2024-06-26,PROD006,50
2024-06-27,PROD006,46
2024-06-28,PROD006,47
2024-06-29,PROD006,34
2024-06-30,PROD006,30
2024-01-01,PROD007,23
2024-01-02,PROD007,15
2024-01-03,PROD007,15
2024-01-04,PROD007,18
2024-01-05,PROD007,20
2024-01-06,PROD007,35
2024-01-07,PROD007,28
2024-01-08,PROD007,18
2024-01-09,PROD007,16
2024-01-10,PROD007,18
2024-01-11,PROD007,23
2024-01-12,PROD007,11
2024-01-13,PROD007,28
2024-01-14,PROD007,26
2024-01-15,PROD007,13
2024-01-16,PROD007,0
2024-01-17,PROD007,17
2024-01-18,PROD007,18
2024-01-19,PROD007,24
2024-01-20,PROD007,25
2024-01-21,PROD007,36
2024-01-22,PROD007,18
2024-01-23,PROD007,18
2024-01-24,PROD007,20
2024-01-25,PROD007,19
2024-01-26,PROD007,23
2024-01-27,PROD007,38
2024-01-28,PROD007,33
2024-01-29,PROD007,0
2024-01-30,PROD007,23
2024-01-31,PROD007,25
2024-02-01,PROD007,20
2024-02-02,PROD007,17
2024-02-03,PROD007,31
2024-02-04,PROD007,28
2024-02-05,PROD007,23
2024-02-06,PROD007,27
2024-02-07,PROD007,16
2024-02-08,PROD007,25
2024-02-09,PROD007,25
2024-02-10,PROD007,24
2024-02-11,PROD007,35
2024-02-12,PROD007,23
2024-02-13,PROD007,26
2024-02-14,PROD007,20
2024-02-15,PROD007,22
2024-02-16,PROD007,19
2024-02-17,PROD007,36
2024-02-18,PROD007,30
2024-02-19,PROD007,23
2024-02-20,PROD007,27
2024-02-21,PROD007,19
2024-02-22,PROD007,23
2024-02-23,PROD007,21
2024-02-24,PROD007,31
2024-02-25,PROD007,33
2024-02-26,PROD007,26
2024-02-27,PROD007,28
2024-02-28,PROD007,23
2024-02-29,PROD007,28
2024-03-01,PROD007,19
2024-03-02,PROD007,29
2024-03-03,PROD007,39
2024-03-04,PROD007,27
2024-03-05,PROD007,35
2024-03-06,PROD007,21
2024-03-07,PROD007,25
2024-03-08,PROD007,28
2024-03-09,PROD007,44
2024-03-10,PROD007,33
2024-03-11,PROD007,24
2024-03-12,PROD007,30
2024-03-13,PROD007,29
2024-03-14,PROD007,24
2024-03-15,PROD007,24
2024-03-16,PROD007,29
2024-03-17,PROD007,41
2024-03-18,PROD007,32
2024-03-19,PROD007,33
2024-03-20,PROD007,0
2024-03-21,PROD007,18
2024-03-22,PROD007,30
2024-03-23,PROD007,43
2024-03-24,PROD007,0
2024-03-25,PROD007,25
2024-03-26,PROD007,22
2024-03-27,PROD007,27
2024-03-28,PROD007,23
2024-03-29,PROD007,29
2024-03-30,PROD007,36
2024-03-31,PROD007,39
2024-04-01,PROD007,28
2024-04-02,PROD007,27
2024-04-03,PROD007,32
2024-04-04,PROD007,32
2024-04-05,PROD007,25
2024-04-06,PROD007,42
2024-04-07,PROD007,34
2024-04-08,PROD007,0
2024-04-09,PROD007,25
2024-04-10,PROD007,35
2024-04-11,PROD007,26
2024-04-12,PROD007,32
2024-04-13,PROD007,0
2024-04-14,PROD007,45
2024-04-15,PROD007,29
2024-04-16,PROD007,35
2024-04-17,PROD007,30
2024-04-18,PROD007,32
2024-04-19,PROD007,32
2024-04-20,PROD007,42
2024-04-21,PROD007,41
2024-04-22,PROD007,37
2024-04-23,PROD007,36
2024-04-24,PROD007,22
2024-04-25,PROD007,32
2024-04-26,PROD007,34
2024-04-27,PROD007,43
2024-04-28,PROD007,38
2024-04-29,PROD007,32
2024-04-30,PROD007,31
2024-05-01,PROD007,27
2024-05-02,PROD007,31
2024-05-03,PROD007,40
2024-05-04,PROD007,47
2024-05-05,PROD007,37
2024-05-06,PROD007,37
2024-05-07,PROD007,35
2024-05-08,PROD007,31
2024-05-09,PROD007,33
2024-05-10,PROD007,0
2024-05-11,PROD007,41
2024-05-12,PROD007,44
2024-05-13,PROD007,31
2024-05-14,PROD007,33
2024-05-15,PROD007,36
2024-05-16,PROD007,38
2024-05-17,PROD007,34
2024-05-18,PROD007,45
2024-05-19,PROD007,48
2024-05-20,PROD007,34
2024-05-21,PROD007,36
2024-05-22,PROD007,0
2024-05-23,PROD007,36
2024-05-24,PROD007,27
2024-05-25,PROD007,44
2024-05-26,PROD007,37
2024-05-27,PROD007,28
2024-05-28,PROD007,39
2024-05-29,PROD007,35
2024-05-30,PROD007,40
2024-05-31,PROD007,37
2024-06-01,PROD007,46
2024-06-02,PROD007,45
2024-06-03,PROD007,35
2024-06-04,PROD007,44
2024-06-05,PROD007,35
2024-06-06,PROD007,0
2024-06-07,PROD007,36
2024-06-08,PROD007,48
2024-06-09,PROD007,47
2024-06-10,PROD007,38
2024-06-11,PROD007,37
2024-06-12,PROD007,39
2024-06-13,PROD007,40
2024-06-14,PROD007,34
2024-06-15,PROD007,50
2024-06-16,PROD007,48
2024-06-17,PROD007,41
2024-06-18,PROD007,38
2024-06-19,PROD007,40
2024-06-20,PROD007,41
2024-06-21,PROD007,36
2024-06-22,PROD007,48
2024-06-23,PROD007,43
2024-06-24,PROD007,47
2024-06-25,PROD007,39
2024-06-26,PROD007,35
2024-06-27,PROD007,40
2024-06-28,PROD007,48
2024-06-29,PROD007,50
2024-06-30,PROD007,47
2024-01-01,PROD008,19
2024-01-02,PROD008,17
2024-01-03,PROD008,18
2024-01-04,PROD008,19
2024-01-05,PROD008,21
2024-01-06,PROD008,16
2024-01-07,PROD008,16
2024-01-08,PROD008,12
2024-01-09,PROD008,10
2024-01-10,PROD008,8
2024-01-11,PROD008,15
2024-01-12,PROD008,11
2024-01-13,PROD008,0
2024-01-14,PROD008,17
2024-01-15,PROD008,12
2024-01-16,PROD008,8
2024-01-17,PROD008,5
2024-01-18,PROD008,8
2024-01-19,PROD008,10
2024-01-20,PROD008,9
2024-01-21,PROD008,10
2024-01-22,PROD008,8
2024-01-23,PROD008,10
2024-01-24,PROD008,13
2024-01-25,PROD008,13
2024-01-26,PROD008,11
2024-01-27,PROD008,9
2024-01-28,PROD008,12
2024-01-29,PROD008,13
2024-01-30,PROD008,13
2024-01-31,PROD008,9
2024-02-01,PROD008,21
2024-02-02,PROD008,14
2024-02-03,PROD008,18
2024-02-04,PROD008,23
2024-02-05,PROD008,24
2024-02-06,PROD008,20
2024-02-07,PROD008,20
2024-02-08,PROD008,10
2024-02-09,PROD008,16
2024-02-10,PROD008,14
2024-02-11,PROD008,16
2024-02-12,PROD008,15
2024-02-13,PROD008,2
2024-02-14,PROD008,16
2024-02-15,PROD008,13
2024-02-16,PROD008,12
2024-02-17,PROD008,7
2024-02-18,PROD008,18
2024-02-19,PROD008,11
2024-02-20,PROD008,15
2024-02-21,PROD008,14
2024-02-22,PROD008,9
2024-02-23,PROD008,15
2024-02-24,PROD008,7
2024-02-25,PROD008,11
2024-02-26,PROD008,9
2024-02-27,PROD008,16
2024-02-28,PROD008,9
2024-02-29,PROD008,11
2024-03-01,PROD008,19
2024-03-02,PROD008,20
2024-03-03,PROD008,21
2024-03-04,PROD008,26
2024-03-05,PROD008,21
2024-03-06,PROD008,16
2024-03-07,PROD008,22
2024-03-08,PROD008,13
2024-03-09,PROD008,16
2024-03-10,PROD008,12
2024-03-11,PROD008,16
2024-03-12,PROD008,11
2024-03-13,PROD008,18
2024-03-14,PROD008,15
2024-03-15,PROD008,15
2024-03-16,PROD008,10
2024-03-17,PROD008,15
2024-03-18,PROD008,10
2024-03-19,PROD008,16
2024-03-20,PROD008,12
2024-03-21,PROD008,18
2024-03-22,PROD008,14
2024-03-23,PROD008,17
2024-03-24,PROD008,10
2024-03-25,PROD008,11
2024-03-26,PROD008,11
2024-03-27,PROD008,15
2024-03-28,PROD008,9
2024-03-29,PROD008,16
2024-03-30,PROD008,11
2024-03-31,PROD008,14
2024-04-01,PROD008,24
2024-04-02,PROD008,30
2024-04-03,PROD008,28
2024-04-04,PROD008,19
2024-04-05,PROD008,23
2024-04-06,PROD008,26
2024-04-07,PROD008,20
2024-04-08,PROD008,15
2024-04-09,PROD008,20
2024-04-10,PROD008,17
2024-04-11,PROD008,19
2024-04-12,PROD008,0
2024-04-13,PROD008,14
2024-04-14,PROD008,9
2024-04-15,PROD008,11
2024-04-16,PROD008,17
2024-04-17,PROD008,18
2024-04-18,PROD008,0
2024-04-19,PROD008,12
2024-04-20,PROD008,12
2024-04-21,PROD008,17
2024-04-22,PROD008,15
2024-04-23,PROD008,14
2024-04-24,PROD008,18
2024-04-25,PROD008,18
2024-04-26,PROD008,17
2024-04-27,PROD008,15
2024-04-28,PROD008,16
2024-04-29,PROD008,11
2024-04-30,PROD008,17
2024-05-01,PROD008,20
2024-05-02,PROD008,22
2024-05-03,PROD008,0
2024-05-04,PROD008,0
2024-05-05,PROD008,26
2024-05-06,PROD008,28
2024-05-07,PROD008,28
2024-05-08,PROD008,15
2024-05-09,PROD008,17
2024-05-10,PROD008,14
2024-05-11,PROD008,19
2024-05-12,PROD008,23
2024-05-13,PROD008,17
2024-05-14,PROD008,16
2024-05-15,PROD008,20
2024-05-16,PROD008,19
2024-05-17,PROD008,20
2024-05-18,PROD008,19
2024-05-19,PROD008,16
2024-05-20,PROD008,17
2024-05-21,PROD008,0
2024-05-22,PROD008,15
2024-05-23,PROD008,20
2024-05-24,PROD008,16
2024-05-25,PROD008,14
2024-05-26,PROD008,0
2024-05-27,PROD008,18
2024-05-28,PROD008,19
2024-05-29,PROD008,19
2024-05-30,PROD008,19
2024-05-31,PROD008,17
2024-06-01,PROD008,26
2024-06-02,PROD008,32
2024-06-03,PROD008,26
2024-06-04,PROD008,23
2024-06-05,PROD008,28
2024-06-06,PROD008,24
2024-06-07,PROD008,25
2024-06-08,PROD008,19
2024-06-09,PROD008,20
2024-06-10,PROD008,20
2024-06-11,PROD008,15
2024-06-12,PROD008,17
2024-06-13,PROD008,17
2024-06-14,PROD008,22
2024-06-15,PROD008,22
2024-06-16,PROD008,18
2024-06-17,PROD008,18
2024-06-18,PROD008,23
2024-06-19,PROD008,23
2024-06-20,PROD008,19
2024-06-21,PROD008,15
2024-06-22,PROD008,20
2024-06-23,PROD008,24
2024-06-24,PROD008,22
2024-06-25,PROD008,21
2024-06-26,PROD008,20
2024-06-27,PROD008,24
2024-06-28,PROD008,23
2024-06-29,PROD008,14
2024-06-30,PROD008,14
